File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\BitMatrixParser.cpp,"BitMatrixParser::trimArray(ArrayRef<int> array, int size)",10,9,7,3,0,0,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\BitMatrixParser.cpp,"BitMatrixParser::getCodeword(int64_t symbol, int *pi)",13,13,11,4,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\BitMatrixParser.cpp,BitMatrixParser::findCodewordIndex(int64_t symbol),14,14,12,4,0,4,0,17,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\BitMatrixParser.cpp,BitMatrixParser::VerifyOuterColumns(int rownumber),4,4,2,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\BitMatrixParser.cpp,"BitMatrixParser::IsEqual(int &a, int &b, int rownumber)",14,14,11,4,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,DecodedBitStreamParser::initEXP900(),9,9,8,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,DecodedBitStreamParser::DecodedBitStreamParser(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,DecodedBitStreamParser::decode(ArrayRef<int> codewords),37,33,24,10,0,0,4,28,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::textCompaction(ArrayRef<int> codewords, int codeIndex, Ref<String> result)",48,39,31,9,1,1,8,77,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeTextCompaction(ArrayRef<int> textCompactionData, ArrayRef<int> byteCompactionData, int length, Ref<String> result)",144,120,98,22,5,0,19,110,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::byteCompaction(int mode, ArrayRef<int> codewords, int codeIndex, Ref<String> result)",94,75,45,13,3,0,16,108,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::numericCompaction(ArrayRef<int> codewords, int codeIndex, Ref<String> result)",38,32,20,6,2,0,4,34,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\DecodedBitStreamParser.cpp,"DecodedBitStreamParser::decodeBase900toBase10(ArrayRef<int> codewords, int count)",13,13,11,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\Decoder.cpp,"Decoder::decode(Ref<BitMatrix> bits, DecodeHints const& hints)",18,13,12,2,3,0,2,14,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\Decoder.cpp,"Decoder::verifyCodewordCount(ArrayRef<int> codewords, int numECCodewords)",22,16,12,4,0,0,6,81,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\Decoder.cpp,"Decoder::correctErrors(ArrayRef<int> codewords, ArrayRef<int> erasures, int numECCodewords)",16,12,8,3,2,0,2,18,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ErrorCorrection.cpp,ErrorCorrection::ErrorCorrection(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ErrorCorrection.cpp,"ErrorCorrection::decode(ArrayRef<int> received, int numECCodewords, ArrayRef<int> erasures)",54,44,33,6,7,0,3,11,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ErrorCorrection.cpp,"ErrorCorrection::runEuclideanAlgorithm(Ref<ModulusPoly> a, Ref<ModulusPoly> b, int R)",51,41,36,6,6,0,4,33,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ErrorCorrection.cpp,ErrorCorrection::findErrorLocations(Ref<ModulusPoly> errorLocator),29,28,18,4,0,0,1,8,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ErrorCorrection.cpp,"ErrorCorrection::findErrorMagnitudes(Ref<ModulusPoly> errorEvaluator, Ref<ModulusPoly> errorLocator, ArrayRef<int> errorLocations)",20,18,15,3,1,0,1,6,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,"ModulusGF::ModulusGF(int modulus, int generator)",16,15,13,2,0,0,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,ModulusGF::getZero(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,ModulusGF::getOne(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,"ModulusGF::buildMonomial(int degree, int coefficient)",12,12,10,4,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,"ModulusGF::add(int a, int b)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,"ModulusGF::subtract(int a, int b)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,ModulusGF::exp(int a),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,ModulusGF::log(int a),5,5,4,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,ModulusGF::inverse(int a),5,5,4,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,"ModulusGF::multiply(int a, int b)",5,5,4,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusGF.cpp,ModulusGF::getSize(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,"ModulusPoly::ModulusPoly(ModulusGF& field, ArrayRef<int> coefficients)",33,25,20,5,0,0,8,36,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::getCoefficients(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::getDegree(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::isZero(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::getCoefficient(int degree),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::evaluateAt(int a),20,18,14,7,0,0,2,11,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::add(Ref<ModulusPoly> other),30,26,20,9,3,0,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::subtract(Ref<ModulusPoly> other),8,8,6,4,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::multiply(Ref<ModulusPoly> other),20,20,16,6,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::negative(),7,7,6,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::multiply(int scalar),13,13,10,6,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,"ModulusPoly::multiplyByMonomial(int degree, int coefficient)",13,13,10,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::divide(Ref<ModulusPoly> other),27,23,20,4,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,toString(),27,27,20,8,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\decoder\ec\ModulusPoly.cpp,ModulusPoly::~ModulusPoly(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,Detector::Detector(Ref<BinaryBitmap> image),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,Detector::detect(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,Detector::detect(DecodeHints const& hints),46,35,28,6,7,0,4,31,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::findVertices(Ref<BitMatrix> matrix, int rowStep)",67,57,42,16,6,3,4,23,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::findVertices180(Ref<BitMatrix> matrix, int rowStep)",70,60,43,16,6,3,4,23,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::findGuardPattern(Ref<BitMatrix> matrix, int column, int row, int width, bool whiteFirst, const int pattern[], int patternSize, ArrayRef<int>& counters)",34,33,27,7,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::patternMatchVariance(ArrayRef<int>& counters, const int pattern[], int maxIndividualVariance)",30,24,20,7,1,0,5,52,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::correctVertices(Ref<BitMatrix> matrix, ArrayRef< Ref<ResultPoint> >& vertices, bool upsideDown)",15,15,14,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::findWideBarTopBottom(Ref<BitMatrix> matrix, ArrayRef< Ref<ResultPoint> > &vertices, int offsetVertice, int startWideBar, int lenWideBar, int lenPattern, int rowStep)",49,36,30,7,5,0,8,73,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::findCrossingPoint(ArrayRef< Ref<ResultPoint> >& vertices, int idxResult, int idxLineA1, int idxLineA2, int idxLineB1, int idxLineB2, Ref<BitMatrix>& matrix)",19,16,13,2,3,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::intersection(Line a, Line b)",17,14,12,3,3,1,0,7,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,Detector::computeModuleWidth(ArrayRef< Ref<ResultPoint> >& vertices),8,8,8,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::computeDimension(Ref<ResultPoint> const& topLeft, Ref<ResultPoint> const& topRight, Ref<ResultPoint> const& bottomLeft, Ref<ResultPoint> const& bottomRight, float moduleWidth)",5,5,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::computeYDimension(Ref<ResultPoint> const& topLeft, Ref<ResultPoint> const& topRight, Ref<ResultPoint> const& bottomLeft, Ref<ResultPoint> const& bottomRight, float moduleWidth)",6,6,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\Detector.cpp,"Detector::sampleLines(ArrayRef< Ref<ResultPoint> > const& vertices, int dimensionY, int dimension)",19,16,6,1,3,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"getValueWithMaxVotes(map<int, int>& votes)",13,13,11,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,LinesSampler::init_ratios_table(),26,25,20,6,0,0,1,7,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::LinesSampler(Ref<BitMatrix> linesMatrix, int dimension)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,LinesSampler::sample(),39,24,20,4,8,0,7,7,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::codewordsToBitMatrix(vector<vector<int> > &codewords, Ref<BitMatrix> &matrix)",11,11,7,4,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,LinesSampler::calculateClusterNumber(int codeword),25,25,19,8,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::computeSymbolWidths(vector<float> &symbolWidths, const int symbolsPerLine, Ref<BitMatrix> linesMatrix)",60,46,33,10,4,0,10,147,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::linesMatrixToCodewords(vector<vector<int> >& clusterNumbers, const int symbolsPerLine, const vector<float>& symbolWidths, Ref<BitMatrix> linesMatrix, vector<vector<int> >& codewords)",161,121,87,22,19,1,21,258,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::distributeVotes(const int symbolsPerLine, const vector<vector<int> >& codewords, const vector<vector<int> >& clusterNumbers)",74,58,43,16,9,0,7,75,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::findMissingLines(const int symbolsPerLine, vector<vector<int> > &detectedCodeWords)",45,40,26,15,2,0,3,45,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::decodeRowCount(const int symbolsPerLine, vector<vector<int> > &detectedCodeWords, vector<int> &insertLinesAt)",104,89,68,19,12,0,3,40,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,LinesSampler::round(float d),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\pdf417\detector\LinesSampler.cpp,"LinesSampler::intersection(Line a, Line b)",17,14,12,3,3,1,0,7,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\ErrorCorrectionLevel.cpp,"ErrorCorrectionLevel::ErrorCorrectionLevel(int inOrdinal, int bits, char const* name)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\ErrorCorrectionLevel.cpp,ErrorCorrectionLevel::ordinal() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\ErrorCorrectionLevel.cpp,ErrorCorrectionLevel::bits() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\ErrorCorrectionLevel.cpp,ErrorCorrectionLevel::name() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\ErrorCorrectionLevel.cpp,const&() const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\ErrorCorrectionLevel.cpp,ErrorCorrectionLevel::forBits(int bits),5,5,4,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,FormatInformation::FormatInformation(int formatInfo),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,FormatInformation::getErrorCorrectionLevel(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,FormatInformation::getDataMask(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,"FormatInformation::numBitsDiffering(int a, int b)",6,6,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,"FormatInformation::decodeFormatInformation(int maskedFormatInfo1, int maskedFormatInfo2)",10,7,5,3,0,0,3,21,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,"FormatInformation::doDecodeFormatInformation(int maskedFormatInfo1, int maskedFormatInfo2)",32,29,23,9,0,0,3,18,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,"operator==(const FormatInformation &a, const FormatInformation &b)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\FormatInformation.cpp,"operator<<(ostream& out, const FormatInformation& fi)",4,4,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\QRCodeReader.cpp,QRCodeReader::QRCodeReader(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\QRCodeReader.cpp,"QRCodeReader::decode(Ref<BinaryBitmap> image, DecodeHints hints)",8,8,7,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\QRCodeReader.cpp,QRCodeReader::~QRCodeReader(),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\QRCodeReader.cpp,QRCodeReader::getDecoder(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\Version.cpp,"ECB::ECB(int count, int dataCodewords)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\Version.cpp,ECB::getCount(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\Version.cpp,ECB::getDataCodewords(),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\Version.cpp,"ECBlocks::ECBlocks(int ecCodewords, ECB *ecBlocks)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\Version.cpp,"ECBlocks::ECBlocks(int ecCodewords, ECB *ecBlocks1, ECB *ecBlocks2)",2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\zxing\qrcode\Version.cpp,ECBlocks::getECCodewords(),2,2,2,1,0,0,0,0,
