File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"lodepng_encode32_file(const char* filename, const unsigned char* image, unsigned w, unsigned h)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"lodepng_encode24_file(const char* filename, const unsigned char* image, unsigned w, unsigned h)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,lodepng_encoder_settings_init(LodePNGEncoderSettings* settings),11,11,9,0,0,1,0,1,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,lodepng_error_text(unsigned code),98,84,82,2,0,6,14,204,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"load_file(std::vector<unsigned char>& buffer, const std::string& filename)",11,7,7,3,2,0,2,10,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"save_file(const std::vector<unsigned char>& buffer, const std::string& filename)",3,3,3,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"decompress(std::vector<unsigned char>& out, const unsigned char* in, size_t insize, const LodePNGDecompressSettings& settings)",10,10,8,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"decompress(std::vector<unsigned char>& out, const std::vector<unsigned char>& in, const LodePNGDecompressSettings& settings)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"compress(std::vector<unsigned char>& out, const unsigned char* in, size_t insize, const LodePNGCompressSettings& settings)",10,10,8,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"compress(std::vector<unsigned char>& out, const std::vector<unsigned char>& in, const LodePNGCompressSettings& settings)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,State::State(),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,State::State(const State& other),3,3,3,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,State::~State(),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,State::operator=(const State& other),3,3,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"decode(std::vector<unsigned char>& out, unsigned& w, unsigned& h, const unsigned char* in, size_t insize, LodePNGColorType colortype, unsigned bitdepth)",13,13,11,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"decode(std::vector<unsigned char>& out, unsigned& w, unsigned& h, const std::vector<unsigned char>& in, LodePNGColorType colortype, unsigned bitdepth)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"decode(std::vector<unsigned char>& out, unsigned& w, unsigned& h, State& state, const unsigned char* in, size_t insize)",10,10,8,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"decode(std::vector<unsigned char>& out, unsigned& w, unsigned& h, State& state, const std::vector<unsigned char>& in)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"decode(std::vector<unsigned char>& out, unsigned& w, unsigned& h, const std::string& filename, LodePNGColorType colortype, unsigned bitdepth)",4,4,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"encode(std::vector<unsigned char>& out, const unsigned char* in, unsigned w, unsigned h, LodePNGColorType colortype, unsigned bitdepth)",10,10,8,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"encode(std::vector<unsigned char>& out, const std::vector<unsigned char>& in, unsigned w, unsigned h, LodePNGColorType colortype, unsigned bitdepth)",3,3,3,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"encode(std::vector<unsigned char>& out, const unsigned char* in, unsigned w, unsigned h, State& state)",10,10,8,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"encode(std::vector<unsigned char>& out, const std::vector<unsigned char>& in, unsigned w, unsigned h, State& state)",3,3,3,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"encode(const std::string& filename, const unsigned char* in, unsigned w, unsigned h, LodePNGColorType colortype, unsigned bitdepth)",5,5,5,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\lodepng.cpp,"encode(const std::string& filename, const std::vector<unsigned char>& in, unsigned w, unsigned h, LodePNGColorType colortype, unsigned bitdepth)",3,3,3,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\main.cpp,"decode(Ref<BinaryBitmap> image, DecodeHints hints)",3,3,3,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\main.cpp,"decode_multi(Ref<BinaryBitmap> image, DecodeHints hints)",4,4,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\main.cpp,"read_image(Ref<LuminanceSource> source, bool hybrid, string expected)",78,74,54,12,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\main.cpp,read_expected(string imagefilename),31,27,25,5,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\main.cpp,"main(int argc, char** argv)",115,105,63,18,10,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::operator =(const BigInteger &x),8,5,4,1,0,0,3,13,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,"BigInteger::BigInteger(const Blk *b, Index blen, Sign s)",17,14,8,4,0,0,3,35,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,"BigInteger::BigInteger(const BigUnsigned &x, Sign s)",17,14,8,4,0,0,3,35,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::BigInteger(unsigned long x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::BigInteger(unsigned int x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::BigInteger(unsigned short x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,magOf(X x),4,2,2,1,0,0,2,19,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,signOf(X x),4,4,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::BigInteger(long x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::BigInteger(int x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::BigInteger(short x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,convertBigUnsignedToPrimitiveAccess(const BigUnsigned &a),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::convertToUnsignedPrimitive() const,6,6,3,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::convertToSignedPrimitive() const,21,17,11,7,0,0,4,27,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::toUnsignedLong() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::toUnsignedInt() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::toUnsignedShort() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::toLong() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::toInt() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::toShort() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::compareTo(const BigInteger &x) const,19,15,8,6,0,1,4,28,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,"BigInteger::add(const BigInteger &a, const BigInteger &b)",32,25,18,5,0,0,7,53,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,"BigInteger::subtract(const BigInteger &a, const BigInteger &b)",38,26,20,5,0,0,12,98,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,"BigInteger::multiply(const BigInteger &a, const BigInteger &b)",13,9,8,1,0,0,4,29,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,"BigInteger::divideWithRemainder(const BigInteger &b, BigInteger &q)",79,35,27,8,8,0,36,267,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::negate(const BigInteger &a),6,4,4,0,0,0,2,8,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::operator ++(),9,9,7,2,0,1,0,3,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::operator ++(int),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::operator --(),9,9,7,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigInteger.cc,BigInteger::operator --(int),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerAlgorithms.cc,"gcd(BigUnsigned a, BigUnsigned b)",11,10,7,5,0,0,1,4,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerAlgorithms.cc,"extendedEuclidean(BigInteger m, BigInteger n, BigInteger &g, BigInteger &r, BigInteger &s)",24,18,14,4,1,0,5,34,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerAlgorithms.cc,"modinv(const BigInteger &x, const BigUnsigned &n)",8,7,5,2,0,1,1,22,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerAlgorithms.cc,"modexp(const BigInteger &base, const BigUnsigned &exponent, const BigUnsigned &modulus)",16,13,11,3,0,0,3,19,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerUtils.cc,bigUnsignedToString(const BigUnsigned &x),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerUtils.cc,bigIntegerToString(const BigInteger &x),4,4,2,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerUtils.cc,stringToBigUnsigned(const std::string &s),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerUtils.cc,stringToBigInteger(const std::string &s),5,4,2,1,0,0,1,7,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerUtils.cc,"operator <<(std::ostream &os, const BigUnsigned &x)",18,18,14,4,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigIntegerUtils.cc,"operator <<(std::ostream &os, const BigInteger &x)",5,5,4,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::BigUnsigned(unsigned long x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::BigUnsigned(unsigned int x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::BigUnsigned(unsigned short x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::BigUnsigned( long x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::BigUnsigned( int x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::BigUnsigned( short x),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::toUnsignedLong() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::toUnsignedInt() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::toUnsignedShort() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::toLong() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::toInt() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::toShort() const,1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::setBlock(Index i, Blk newBlock)",18,15,11,4,0,0,3,20,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::bitLength() const,12,12,9,4,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::setBit(Index bi, bool newBit)",5,5,5,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::compareTo(const BigUnsigned &x) const,21,18,11,8,0,0,3,24,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::add(const BigUnsigned &a, const BigUnsigned &b)",58,43,35,7,0,2,15,129,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::subtract(const BigUnsigned &a, const BigUnsigned &b)",49,34,27,6,0,2,15,114,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"getShiftedBlock(const BigUnsigned &num, BigUnsigned::Index x, unsigned int y)",4,4,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::multiply(const BigUnsigned &a, const BigUnsigned &b)",69,36,27,9,0,0,33,237,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::divideWithRemainder(const BigUnsigned &b, BigUnsigned &q)",156,63,50,13,8,2,85,692,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::bitAnd(const BigUnsigned &a, const BigUnsigned &b)",9,8,7,1,0,0,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::bitOr(const BigUnsigned &a, const BigUnsigned &b)",18,17,14,3,0,0,1,3,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::bitXor(const BigUnsigned &a, const BigUnsigned &b)",18,18,15,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::bitShiftLeft(const BigUnsigned &a, int b)",24,22,15,5,0,0,2,15,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,"BigUnsigned::bitShiftRight(const BigUnsigned &a, int b)",33,24,17,5,0,0,9,70,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::operator ++(),13,12,10,2,0,0,1,8,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::operator ++(int),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::operator --(),12,11,8,3,0,0,1,9,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsigned.cc,BigUnsigned::operator --(int),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsignedInABase.cc,"BigUnsignedInABase::BigUnsignedInABase(const Digit *d, Index l, Base base)",12,7,4,3,2,0,3,15,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\core\src\bigint\BigUnsignedInABase.cc,bitLen(unsigned int x),7,7,6,2,0,0,0,0,
